p1,p2,p3,p4,q1,q2,q3,q4
1.371097207,0.670035005,2.348148108,1.741935492,11.21000195,25.73000336,2.700000525,10.2300024
1.944551945,0.845663249,2.344444275,0.282815188,15.50999928,7.839999676,0.899999917,23.15999794
3.711738348,0.927518427,2.707317114,0.7917431,6.730000973,8.140000343,2.460000277,10.90000153
1.204255342,0.297286689,1.860369563,0.360890299,14.10000038,25.43000031,4.869999886,94.3500061
1.341471314,0.731372118,1.105191231,0.634961426,61.43999863,88.04000092,7.320000172,19.45000076
1.295950174,0.417342484,2,0.82994014,19.25999832,16.02999878,2.130000114,16.70000076
2.064716816,0.694248617,1.00934577,0.609932721,16.06999969,26.95000267,4.280000687,19.32999992
1.295248866,0.516126577,0.590664268,0.444710106,8.839999199,0,5.569999695,16.72999763
0.982758582,1.835468054,2.692307711,0.19118692,0.579999924,10.14999866,0.389999956,28.13999748
1.711705685,0.515285194,1.23443222,0.839330018,14.94999695,31.72999191,2.729999542,32.23999786
1.00704217,0.598099291,1.180124283,0.732746959,4.260000229,32.61999893,3.220000029,14.78000069
1.876891613,0.528295338,1.908771873,0.633512855,24.44999886,57.42999649,2.849999666,31.56999779
1.284639478,0.551948071,2.062686443,0.501214206,15.94999981,40.04000092,3.350000143,20.59000015
1.814835191,0.422764212,1.386920929,0.685342014,36.40000153,20.91000175,7.340000629,46.04999924
2.5,0.446349561,1.232876658,0.441723347,0.379999995,18.07999992,1.460000038,22.04999924
0.990809858,0.210815758,1.171003699,0.317990661,17.40999794,21.81999779,5.379999638,42.79999542
1.609046817,0.481539994,1.724528313,0.392514914,6.18999958,50.64999771,2.649999857,55.30999374
1.995604396,0.559233427,1.983333349,0.87577641,4.550000191,11.47999954,0.600000024,6.440000057
1.883647799,0.717551589,1.627659559,0.271957666,3.180000067,13.56000042,0.939999938,9.450000763
2.06763792,0.497471809,1.570247889,0.523364484,9.609998703,25.70999718,4.840000153,22.46999741
1.414215684,0.423831075,0.560975611,0.625080764,4.079999447,6.629999638,2.4599998,15.46999836
1.325000048,0.546444595,0.855769277,1.034152985,3.599999428,15.60999775,1.039999962,7.319999695
2.282258034,0.691460073,1.346938729,0.953142822,2.479999781,7.259999275,2.449999809,8.749999046
1.494494557,0.469557196,0.99000001,0.519999981,9.989998817,10.8399992,1.999999881,1.999999762
2.516556263,0.365336657,2.648351431,0.576051772,3.019999743,8.020000458,0.909999967,3.089999914
1.163679838,0.441212118,1.619565248,0.31101644,8.369999886,8.25,4.599999905,32.86000061
1.358369112,0.360587001,1.608391643,0.56491226,4.659999847,9.539999008,1.430000067,2.849999905
1.49129343,0.353436202,1.828571439,0.708571434,8.040000916,14.26000214,0.350000054,12.25000191
2.705050468,0.449626863,0.519999981,4.159090996,4.949999809,5.360000134,1.5,0.879999995
1.158770204,0.450711936,1.088659763,0.595396698,19.84000397,18.26000404,4.850000381,33.02000427
1.608695626,0.542926252,1.585227251,0.585640132,3.909999847,16.53999901,3.519999504,11.55999851
1.535064936,0.527619064,2.094890594,0.792569637,7.699999809,10.5,4.110000134,9.68999958
1.818435788,0.488511473,1.501831532,0.339552224,7.160000324,10.01000023,2.730000257,26.80000114
2.125228405,0.407190293,1.694864035,1.368769407,10.93999958,25.59000015,3.309999943,22.67000008
2.120000124,0.454090923,2.452702522,0.638032317,11,22.00000191,1.480000138,13.62000179
0.438848943,0.21011059,0.556818187,0.301727593,1.390000105,6.330000401,6.160000801,24.8900032
1.010471225,0.356852949,2.880000114,1.666666627,3.82000041,32.03000259,1.000000119,1.500000119
1.304781914,0.486097783,1.523333311,0.586744606,19.03000069,10.43000031,3,5.130000114
1.813981056,0.505756915,2.058577299,0.302889079,16.87999725,23.44999886,7.169999123,53.64999771
1.310474992,0.277187854,1.337155938,0.804201841,31.79000092,81.93000031,8.720000267,46.16999817
2.007481337,0.35687381,0.871794879,1.316901445,8.020000458,10.61999989,0.780000031,5.680000305
1.328502417,0.760246813,1.878980756,0.547520638,16.55999947,22.69000053,1.570000052,9.680000305
1.977674365,0.696406424,1.621654456,0.838602304,10.75000095,8.070000648,0,6.010000706
1.889323473,0.366089761,1.1875,0.378608137,25.56999779,34.08999634,2.559999704,50.57999802
2.622739077,0.536679506,1.265624881,0.98452884,3.869999886,5.179999828,0.640000045,7.110000134
1.244897962,0.545454562,2.038461447,0.354601204,4.410000324,11.66000175,0.520000041,8.150000572
1.33370626,0.464473695,1.319999933,0.309837013,35.74999237,37.99999619,7.499999046,50.92999268
2.088125467,0.745000005,0.398000002,0.63621664,13.38999844,7.999999046,4.999999523,12.36999893
3.473684072,0.43864733,1.122092962,0.386915892,0.950000107,10.35000134,1.720000267,5.350000858
2.094832659,0.494827241,0.79315263,0.45601967,34.06000519,51.23000336,7.010000706,40.70000458
1.255656123,0.322461069,0.437799037,0.607343197,22.09999847,26.97999763,8.359999657,19.6099987
1.547690749,0.466585279,1.486263752,0.420397341,19.92000198,32.77000427,3.640000582,37.75000381
1.191675782,0.461370587,0.653333366,0.359089077,18.25999832,22.90999603,1.499999881,24.58999634
2.025893927,0.733998358,0.627551019,1.172123432,8.11000061,12.03000069,1.960000277,10.69000149
2.535483837,0.862721205,1.055555463,0.574290454,7.749999523,16.38999939,0.180000007,5.989999771
1.146908641,0.374158472,2.833333254,0.490036249,17.63000107,38.62000275,3.240000248,22.08000183
2.247787476,0.43521753,0.800362945,0.533783793,14.68999958,62.97999954,5.510000229,34.04000092
1.360594749,0.48682785,1.492242575,0.437440544,10.75999928,27.70999908,7.089999676,42.0399971
2.869668961,0.693231702,1.44616878,0.746748984,29.30999184,77.41997528,10.30999756,30.7599926
1.436882496,0.557388783,0.903345704,0.543603361,9.11000061,13.94000149,2.690000296,22.59000206
3.61924696,0.845528424,4.555555344,0.428571433,2.390000105,4.920000553,0.090000011,2.099999905
2.300914288,0.604099214,1.328197241,0.670295477,12.02999783,27.80999565,6.489999294,32.15000153
1.729790092,0.71550411,2.033333302,0.22996223,22.38999748,32.82999802,1.499999881,23.82999611
2.108411312,0.504664183,1.676543236,0.61928004,5.350000381,21.44000435,4.050000668,32.78000259
0.530303001,0.451024026,1.552325606,0.297297299,0.660000086,22.46000481,1.720000267,10.36000156
0.897872329,0.377622366,1.080645204,0.699819148,11.75000095,22.88000107,3.720000267,22.12000275
1.946607351,0.540838182,1.937729001,0.768145204,17.98000145,32.69000244,2.730000257,19.84000206
2.826510668,0.422248095,3.49640274,0.521352351,5.129999638,17.16999817,1.389999866,16.8599968
3.075416327,0.714064896,1.025723457,0.7270419,10.21000099,25.88000107,3.11000061,23.63000298
0.735185146,0.527210891,1.94193542,0.990084946,10.80000114,17.6400013,1.550000072,7.06000042
2.565635443,0.702938318,1.502809048,0.64494729,23.9200058,30.97000694,3.560000896,25.63000679
1.478873253,0.517191291,1.310457468,0.626158595,4.259999752,20.64999962,3.059999943,19.42000008
1.482401729,0.607852399,1.949109435,0.531107187,9.659998894,21.13999748,3.929999828,28.44999695
2.219683647,0.648951054,1.130681872,0.652173936,11.37999916,21.45000076,1.759999871,18.8599987
1.834004879,0.482554078,1.671052575,0.480916053,12.40999985,28.65999985,3.799999952,27.50999832
0.903755844,0.203932494,0.630681813,0.520540535,4.260000229,57.46999741,3.519999743,18.49999809
2.813271523,0.472159088,1.106249928,0.754372001,6.480000019,35.20000076,1.600000024,12.57999992
1.385487556,0.255341887,0.460317463,1.549152613,8.820000648,18.72000122,0.630000055,2.950000048
0.879391074,0.278928578,0.691680253,0.740263999,8.540000916,112.0000076,6.130001068,30.30000496
2.205574989,0.525096536,1.74784112,1.027418494,2.870000124,15.53999996,5.789999962,19.32999992
1.323090434,0.483540624,2.251851797,0.802661777,11.39000034,13.67000008,1.350000024,21.79000092
1.630573273,0.608755112,0.884615421,0.55251801,1.569999814,7.309998989,0.259999961,6.949999332
1.976572156,0.72395128,1.625,0.685878992,8.109999657,14.77999973,2.559999943,6.940000057
1.011520743,0.363068193,0.909021974,0.352350354,17.3599968,52.79998779,13.18999672,74.66998291
1.51111114,0.651886165,2.004739285,0.601472139,5.849999428,15.10999966,2.109999895,9.509999275
2.187535286,0.592758179,2.110655785,0.378058732,17.6499958,22.36999512,2.43999958,24.51999092
1.813535929,0.688976347,2.467914343,0.609442055,7.239998817,17.78000069,3.739999533,23.29999924
2.186691284,0.383904487,1.842105269,0.45087719,10.82000065,25.97000313,0.380000025,11.40000057
1.520749688,0.333152741,2.585903168,0.425316453,7.46999979,18.46000099,2.269999981,23.70000076
1.651287556,0.660397649,2.638888836,0.751565754,9.319999695,18.61000061,1.080000043,23.94999886
1.410788417,0.548520029,1.245192289,0.29501915,4.820000172,26.69000053,2.079999924,46.97999954
1.021295667,0.425783753,0.665068924,0.515853941,89.22001648,62.5200119,16.69000435,45.73000717
2.5078125,0.534855306,1.651612878,0.6280303,2.560000181,24.53000259,1.550000191,13.20000172
1.61642468,0.650060773,2.25,0.303921551,19.96999931,8.229999542,0.600000024,3.060000181
1.578947425,0.574906349,1.408450723,0.991364419,3.419999838,10.67999935,0.709999919,5.789999485
1.699743271,0.744276941,2.018518448,0.569957078,11.68999958,17.90999985,1.079999924,11.64999866
1.934380531,0.731083095,2.250504971,0.628039718,89.75999451,26.95999718,4.949999332,40.29999542
1.613333344,0.875,0.816666663,0.757615864,2.249999762,0.639999926,0.599999964,7.549999714
1.630769253,0.676056325,1.099337697,0.810160398,7.799999714,12.06999969,1.509999871,7.479999542
1.410959994,0.803680956,1.109890103,0.878873229,0,3.259999752,1.819999695,7.099998951
0.875,0.419469714,1.516825652,0.776137769,2.000000238,25.27000427,0,8.130001068
1.678035259,0.389984459,1.206963301,0.37292695,53.94999313,83.66998291,10.33999825,89.2399826
2.94291997,0.433192104,1.646675348,0.549108565,18.21999931,70.80000305,7.670000076,30.85000038
0.972307682,0.693002284,1.477064133,0.275862068,9.749999046,4.429999352,1.089999914,10.14999866
1.478822827,0.293150693,0.849275351,0.642512083,36.36000824,14.60000324,3.450000763,24.84000397
1.040404081,0.46574226,0.792647064,0.439806432,20.79000092,24.52000046,6.800000191,16.52999878
1.279813409,0.136813685,0.609659553,0.335251451,15.00999928,44.43999481,12.62999821,39.96999741
1.788028836,0.396870315,1.200000048,0.485622346,22.22000313,60.07000732,10.00000191,49.73000717
3.014466524,0.72985971,1.096969724,0.38622129,5.529999256,24.94999695,3.299999475,4.789999485
1.615550756,0.663800776,1.969512224,0.307726681,18.52000237,33.73000336,1.640000105,22.3900013
2.333333492,0.537249267,2.182692289,0.611969113,1.529999852,6.979999542,1.039999843,5.179999828
2.337976933,1.019687295,0.99000001,0.465653896,16.51000023,34.54000092,2,15.13999939
2.00404048,0.530534327,1.117647052,0.704965949,9.899999619,13.10000038,2.549999952,20.53999901
3.431876659,0.512562811,0.822429895,1.17867434,3.889999866,5.970000267,3.210000038,3.470000267
2.865168571,0.484705865,1.516825652,1.043545842,3.559999466,12.74999809,0,6.429999828
1.374420762,0.773060024,2.358490467,0.832095087,10.79000187,13.66000175,1.060000181,6.730000496
1.463844776,0.28807947,2.658333302,0.363278896,5.669999599,9.06000042,1.200000048,33.06000137
0.971105039,0.387752444,1.192405105,0.540076792,25.61000252,76.75,7.900001049,44.29000854
1.564313054,0.448732376,1.144396544,0.591282189,18.27000237,35.50000381,9.280000687,35.33000183
1.374726057,0.418107003,1.118959069,0.328332752,13.68999767,12.14999962,5.379999638,29.32999992
1.124547362,0.587020636,1.268749952,0.265207887,13.80999947,16.94999886,4.799999714,45.69999695
3.384236336,0.736448586,2.427480936,0.802132666,6.090000629,21.40000153,1.310000181,8.440001488
1.429042935,0.504581571,2.097087383,0.379894406,6.059999943,16.37000084,4.119999886,45.45999908
3.024911165,0.302562296,1.350649357,0.410601258,2.810000181,28.49000168,0.770000041,12.6400013
0.828571439,0.185119048,0.744245529,0.312735468,5.600000381,16.80000114,3.910000324,26.54000473
1.145488024,0.347571671,0.313218385,0.37943697,5.430000305,17.09000206,13.92000103,40.8500061
1.458536506,0.316973418,1.092307687,0.404549927,8.199999809,4.889999866,0.650000036,10.11000061
1.80571425,0.630136967,1.333333254,0.470729738,3.500000238,3.650000095,1.200000048,12.47000027
1.642691374,0.296113312,0.794561982,0.40533334,8.619999886,30.36000061,3.309999943,11.25
1.772483468,0.453345478,1.17413795,0.282830894,31.68999863,21.96999741,11.59999943,77.28999329
1.176954746,0.416525424,0.904166639,0.554054081,7.290000439,23.60000229,2.400000334,10.36000061
2.144736767,0.923322678,1.133333325,1.618881106,1.519999743,3.129999876,1.499999881,5.71999979
1.5132128,0.247357294,1.833333254,0.581737816,7.18999958,33.1099968,0.599999964,6.789999485
1.630691409,0.612446964,1.928934097,0.358562678,11.85999966,14.14000034,3.940000296,13.07999992
2.293520689,0.532529235,1.811188817,0.406979531,12.80999947,27.3599987,4.289999962,41.54999924
1.349068284,0.506907523,1.034782648,0.647086442,16.09999847,18.81999779,2.299999714,21.27999878
1.857142925,0.59453088,3.104803562,0.6644876,2.939999342,21.20999527,2.289999485,52.00999069
1.408068299,0.622302175,1.185653925,0.414737374,12.8900013,41.70000458,7.110001087,40.1700058
1.938028097,0.482668996,2.130434752,0.414260715,10.65000057,11.54000092,1.840000272,22.86000252
1.54965353,0.197409183,0.550877213,0.519307613,8.659998894,35.50999832,8.550000191,45.05999374
1.468894005,0.387133181,1.491823009,0.623724461,8.679999352,8.859998703,0,15.67999935
1.680347093,0.493975908,3.466666698,1.746376872,0,10.79000092,0.150000021,2.760000229
1.773381352,0.48578313,0.6813187,0.370807469,8.339999199,20.74999809,0.909999907,16.09999847
1.476325154,0.416938871,1.438485861,0.334549576,14.14999771,42.85999298,3.169999599,79.47999573
1.854545474,1.568493128,1.142430305,0.495774657,11,4.380000114,10.03999996,10.65000057
2.665620089,0.348502636,1.385365844,0.628977001,6.369999409,34.06000137,2.049999952,20.43000031
2.036427736,0.277136266,1.579831958,0.615352154,8.509999275,25.97999763,2.379999876,23.70999908
1.713131309,0.563218355,1.903614402,0.74820143,4.950000286,0.870000124,0.830000103,5.56000042
1.157618999,0.395199984,0.882142842,0.704805493,20.99999809,6.249999046,2.799999475,8.739998817
1.900954604,0.497989953,0.917525768,1.319540262,8.379999161,19.89999771,3.879999876,8.699998856
1.064319611,0.603269517,2.514824867,0.382533312,14.76999855,25.07999802,3.7099998,47.2899971
2.415966511,0.585845351,2.341463327,0.860702872,9.519999504,15.25999928,1.2299999,15.64999866
2.179149866,0.297364086,1.254902005,1.249230742,9.880000114,12.14000034,1.019999981,6.5
1.856511593,0.508978665,0.677069187,1.767680883,38.47000885,35.6400032,7.370000839,24.32000351
1.228162169,0.358823538,1.487101674,0.669881105,28.61999321,20.3999958,6.589998722,31.10999107
1.513692975,0.719033241,1.282312989,0.461350411,12.05000305,23.17000389,5.880001068,85.90001678
1.160824776,0.538179576,2.285714388,0.596400976,4.849999905,16.37000084,0.48999998,3.890000343
1.128787875,0.587155938,2.294736862,0.857868016,3.9599998,10.89999866,0.949999988,5.909999847
1.093517542,0.335968375,1.112499952,0.259059459,9.40999794,15.17999744,1.599999905,72.29999542
1.984651685,0.397496074,1.742857099,0.903426826,8.469999313,6.38999939,2.449999809,12.83999825
1.471020341,0.541000009,1.983333349,0.616050363,12.25,20,0.599999964,12.71000004
1.585034013,0.566420674,1.56349206,0.304747313,5.879999638,10.8399992,1.259999871,6.529999733
2.159722328,0.787999988,1.763948441,0.654853582,12.9600029,12.50000191,4.660000801,25.96000481
1.41711545,0.360739321,2.212244749,0.386956513,16.70999908,15.68999767,2.449999809,25.29999542
1.46307385,0.336585373,0.840248942,0.256410271,5.010000706,2.050000191,9.640001297,30.42000198
1.869369388,0.465123445,2.190231323,0.447439343,6.660000324,32.40000534,3.890000105,14.84000111
1.191428661,0.474376708,1.75,0.687101901,3.499999523,14.43999958,1.799999833,12.55999851
1.175847411,0.493201494,0.784172654,0.515587509,9.43999958,8.090000153,1.389999986,4.170000076
1.128624558,0.430880904,0.717073143,0.498263359,13.44999886,30.30999756,2.049999952,31.66999817
1.466005683,0.348059714,2.876106262,1.780399203,7.059999466,16.75,1.129999995,5.510000229
1.404494405,0.436342597,0.619047642,0.555276394,6.230000019,8.640000343,1.889999986,7.960000038
1.667377353,0.537248015,1.768421054,0.588804424,18.76000214,22.8200016,1.900000215,28.94000053
2.008187056,0.935064912,1.353260875,0.58518517,8.550000191,12.31999969,3.680000067,18.89999962
2.232848167,0.596066594,2.117646933,0.882284343,4.809999466,6.610000134,2.379999876,8.579999924
2.207627058,0.585172117,1.426315784,0.485750467,11.79999924,11.32999897,1.899999738,15.78999805
1.560117245,0.587809503,1.486682773,0.861176491,6.820000172,26.25,4.130000114,17
0.744408906,0.657458544,0.98333323,0.986570239,3.130000114,3.620000124,0.600000024,9.680001259
1.252808928,0.279094845,2.097560883,0.462135911,1.780000091,18.56000137,1.230000138,5.150000572
1.410774469,0.457516342,2.473684072,0.634393036,5.940000057,10.71000004,0.379999995,6.920000076
1.598382711,0.553191483,1.824324369,0.36401239,3.710000038,1.879999995,0.74000001,19.34000015
1.585982561,0.589999974,1.649999976,0.338,13.8399992,0.999999881,1.199999928,4.999999523
1.661268473,0.772277236,0.836468875,0.538537085,14.82000065,10.10000038,6.910000324,20.37000084
2.373786449,0.36050725,1.795031071,0.497560978,2.059999943,11.03999996,1.610000014,20.5
0.91570884,0.44801715,2.400000095,0.488750011,2.609999657,9.32999897,0.599999964,7.999999046
1.25,0.51930654,1.369791746,0.655193269,1.000000119,12.69000053,1.920000076,16.56000137
1.560062408,0.324422836,2.5,0.695580125,12.81999874,8.229998589,1.579999924,18.09999847
2.564668655,0.474040627,1.778481007,0.606356978,6.340000153,26.57999992,1.579999924,16.36000061
3.574494839,0.92730844,2.611111164,0.950059414,7.92000103,5.090000629,1.620000243,25.23000336
1.452071071,0.401213497,1.504273534,0.506047606,16.89999771,26.36999702,3.509999752,25.62999725
0.91396457,0.666666687,0.948571384,0.243338868,23.13000488,4.440000534,1.750000238,48.04000854
1.70906949,0.452631563,0.799999952,0.171296299,8.490000725,0.950000167,0.100000009,4.320000648
0.577415586,0.422436923,1.4375,0.299047619,8.590001106,18.63000488,0.800000131,5.250000477
3.309859276,0.755182624,2,2.585858583,2.130000114,10.13000011,0.300000012,1.9799999
1.048122644,0.364993215,1.033259392,0.235543758,18.90999985,7.369999886,4.510000229,37.70000076
1.477519393,0.388732404,1.460800052,0.562352896,12.89999962,3.549999952,6.25,8.5
1.140495896,0.308597744,1.753222823,0.414450705,26.61999893,78.1599884,5.429999352,37.22999573
0.675627232,0.207915157,0.354243547,1.118749976,11.1600008,52.81000519,5.420000553,3.200000286
2.533180714,0.809050798,2.13671875,0.365792304,4.369999886,9.059998512,2.559999704,55.65999603
1.490842462,0.610629082,3.603550196,0.527748704,8.189998627,9.219999313,1.689999819,19.09999847
1.330666661,0.507246375,0.851769865,0.35291183,11.24999714,35.87998962,9.039998055,80.18998718
1.847545266,0.30590874,1.697674394,0.482768357,3.870000124,66.84999847,1.720000029,35.40000153
1.481296778,0.805582285,1.989583254,0.407999992,8.020000458,10.39000034,1.920000196,5
1.339433312,0.984962404,0.469088107,0.449131519,16.93999863,10.63999939,12.93999863,24.1799984
1.342857122,0.429644465,1.260317445,0.306940377,9.800001144,19.97000122,3.150000334,30.69000244
1.91362536,0.717327476,0.782110095,0.683737636,24.65999985,13.62000084,4.360000134,22.26000023
1.377869606,0.336704582,1.485714316,0.558199346,21.77999687,23.72999763,6.299999237,31.09999657
1.819464684,0.39535594,2.035532951,0.45998174,20.54999924,32.72999954,5.910000324,65.72000122
0.837365568,0.421395332,0.368894607,0.621154904,14.88000011,10.75,15.55999947,18.53000069
1.08609271,0.50953114,1.763358712,0.469361156,9.06000042,19.41000175,1.310000181,30.68000412
1.475000024,0.231166914,1.280701756,0.503140271,6.800000668,13.54000092,2.850000143,14.33000088
0.969417155,0.248148143,1.027154684,0.332303464,17.32999802,56.69999695,8.469999313,58.25999451
2.728723526,1.79061377,2.799999952,0.967327893,1.880000114,11.08000183,0.25000003,8.570000648
4.99609375,0.479452044,1.266666651,1.002997041,2.559999704,7.299999237,0.299999982,10.00999928
1.142296433,0.61626178,1.862069011,0.495034784,10.18999863,20.16999817,1.739999771,20.13999748
1.812568307,0.434542328,1.155038714,0.699469626,18.29999733,28.94999886,2.579999685,16.96999741
1.46020484,0.382918149,2.296874762,0.571810305,12.68999958,14.05000019,1.920000076,14.96999931
2.599531651,0.248000011,1.292307734,0.991432786,12.81000042,6.250000477,1.949999928,33.84999847
0.888739944,0.288512707,0.833333313,0.406192243,14.92000008,41.34999847,1.200000048,21.63999939
1.549084902,0.780172408,1.487500072,0.625462949,6.010000229,16.24000168,1.600000143,21.60000229
1.473629832,0.530370355,2.619926214,0.691384971,19.33999634,6.749999046,2.709999561,27.50999641
2.235849142,0.433074683,2.28876996,0.394221812,3.179999828,20.61999702,1.869999886,10.72999859
1.35446012,0.428238064,1.477419376,0.992816091,17.04000092,8.570000648,1.550000191,13.92000103
1.5102669,0.533018827,1.501779318,0.471622467,19.47999763,16.96000099,2.809999704,32.41999435
2.155102015,0.851796389,2.734234095,0.479417354,2.450000286,13.36000061,2.220000267,31.58000374
1.711428523,0.728310525,0.451923072,0.336666673,3.500000238,4.380000591,5.200000286,6.000000477
2.120950222,0.335172415,1.565723777,0.941679239,13.89000034,65.25,6.009999752,19.88999939
1.332514763,0.663345575,0.533870995,0.743814468,20.3599968,19.06999588,6.199999332,19.39999771
1.905021191,0.424408019,0.674666643,0.579087436,16.53000069,16.46999931,3.75,26.29999733
1.113448501,0.28418231,0.529999971,0.23443985,13.31000137,18.65000153,3.000000238,9.640000343
1.221849799,0.655380309,1.066666722,0.403790087,14.92000008,21.55999947,3.599999905,13.72000122
1.86871624,0.491879344,1.517598391,0.523712754,24.06999969,43.09999847,4.829999924,73.79999542
1.387900352,0.384020627,0.841379344,0.558227837,2.810000181,11.64000034,1.450000167,7.900000572
2.147459745,0.531814277,1.812325001,1.179498672,16.13999939,23.26000023,3.569999933,22.34000015
1.830699801,0.239251599,1.782945752,0.507970691,4.429999352,25.11999512,1.289999843,23.20999527
2.368421078,0.297270715,1,1.653543353,0.569999993,40.67000198,1.149999976,1.269999981
1.28952384,0.651090324,1.096273303,0.542944789,5.25,12.84000111,6.440001011,3.260000229
1.096106052,0.637120783,1.532110095,0.391366929,12.06999969,16.80999947,1.089999914,27.79999733
1.812205315,0.601627767,1.681865335,0.575605571,38.17999268,46.689991,9.649997711,69.76998901
1.576470613,0.588,0.812244892,0.610142589,4.25,7.5,2.450000048,6.31000042
1.819148898,0.632061064,1.561514139,0.810514808,9.399998665,6.549999237,3.169999838,9.129999161
1.238713384,0.463852704,1.934537172,0.451119602,17.72000122,44.54000473,8.86000061,54.93000412
1.392779708,0.388888896,1.399999976,0.452328175,13.85000134,7.199999809,2.400000334,13.53000069
0.994195282,0.421612531,0.87531805,0.282814622,18.94999886,35.72000122,3.929999828,29.55999756
1.213505387,0.272786468,1.44274807,0.266569197,10.06999969,15.35999966,1.309999943,41.04000092
1.525798559,0.327478409,1.086538434,0.495901644,8.13999939,33.59000015,3.120000124,9.760000229
1.043636322,0.431982636,0.522807002,1.385630488,22,13.81999969,2.849999905,6.819999695
1.391924024,0.377771109,0.936948299,0.373955876,21.05000305,33.3800087,15.86000252,46.69000626
3.977142811,0.55529952,1.496240616,0.620047987,5.25,17.36000061,1.330000043,16.65999985
1.58229816,0.392492861,1.131086111,0.65859735,25.76000214,49.02000427,5.340001106,28.09000206
0.981520116,0.47259289,0.850821733,0.667752445,33.55000305,48.7100029,7.910000801,15.35000134
3.127436399,0.46431312,1.947368383,3.027906895,6.67000103,13.03000069,0.380000025,2.150000334
2.491281986,0.436501265,1.353658557,0.454228073,9.749999046,11.88999939,0.819999874,25.77999878
1.873538017,0.541055262,1.311926603,0.646766186,13.67999744,32.02999115,3.269999266,12.05999851
2.778461456,0.621405721,1.510331382,0.177707672,3.25,6.260000706,0,9.510000229
1.250501633,0.298206896,1.111111164,0.533993721,29.89999771,36.24999619,12.42000008,88.83999634
1.174831867,0.692803442,1.062166929,0.611816406,10.40999889,9.309998512,5.629999161,20.47999763
5.641337395,0.607256532,0.933333337,1.555160165,3.289999723,15.70999908,1.349999785,2.809999466
4.264151096,0.735849082,2,0.475362331,2.119999886,16.43000031,0.580000043,20.70000076
1.159999967,0.449032247,1.399999976,0.729645073,8.249999046,7.749999046,0.349999964,9.57999897
1.388813972,0.453125,0.703237414,0.439466476,14.8399992,35.19999695,5.559999466,29.23999786
0.828000009,0.521739125,0.780000031,1.060240865,2.499999762,7.129999638,1.999999762,3.319999695
1.059221029,0.545318723,1.677884579,0.515843749,25.15999794,40.15999985,2.079999924,13.56999874
1.635148048,0.401313871,1.524271846,0.351773411,20.93999672,68.49998474,4.119998932,75.5599823
1.714285731,0.810289383,2.134502888,0.47630921,1.750000119,3.110000134,1.710000157,8.020001411
1.165714264,0.574263394,1.036211729,0.588897228,10.49999905,16.62999916,7.179998875,26.65999603
0.894999981,0.328393608,1.432432413,1.086472511,12.00000191,16.87000084,2.220000267,11.68000221
1.461042762,0.589876056,1.181818128,0.853521109,17.06999779,9.679998398,0.219999984,7.099998951
3.19101119,0.853689551,1.593333483,1.739361644,3.560000181,15.72000122,1.500000238,5.640001297
1.085249066,0.516884923,2.171232939,0.484162897,10.44000053,14.51000214,1.460000157,4.420000553
1.934362888,0.377602965,1.35135138,1.008289337,7.769999981,21.61000061,3.329999924,13.27000046
2.138908148,0.512771368,1.869186044,0.368284076,14.47000122,15.66000175,3.440000534,53.79000473
1.671717167,0.448682994,2.119266033,0.76710099,1.980000138,11.01000023,1.090000153,6.140000343
1.844011188,0.622177422,3.5,0.764067113,7.179999352,24.79999733,0.839999914,10.12999916
2.502375364,0.422104865,1.176258922,0.569204152,8.420000076,26.51000023,2.779999971,17.34000015
1.421333313,0.646112621,1.982300878,0.482921898,14.99999905,11.18999863,2.259999752,29.56999779
1.456616044,0.410714269,1.821355224,0.492910564,18.43999672,19.0399971,4.869998932,38.78999329
1.951612949,0.634315431,2.161585331,0.799290776,9.300000191,17.30999947,3.28000021,14.10000038
2.928017616,0.497086912,2.014285803,0.688979268,9.029999733,42.90999985,6.299999714,27.04000092
2.468542576,0.431967109,1.773778915,0.565924406,31.63000679,77.83001709,11.67000294,96.55002594
1.146996498,0.341085285,1.180219769,0.404336244,14.14999962,38.70000076,9.100000381,78.87000275
1.222084403,0.518422425,1.218340635,0.172907501,8.059999466,19.27000046,4.579999924,18.15999985
0.946666718,0.374468088,1.184079647,0.24820447,12,9.399999619,4.019999981,47.34000015
1.516528964,0.410428941,1.083333254,0.574598312,7.260000706,11.8900013,1.200000167,13.07000256
1.434944272,0.564666331,1.781990528,1.795299411,2.690000057,38.65999985,4.21999979,13.18999958
1.08716476,0.400943398,1.674603105,0.371212095,20.87999916,10.60000038,1.25999999,3.9599998
3.199561357,0.422697365,3.244444609,0.466208786,4.559999943,6.079999924,1.350000024,36.40000153
1.401279688,0.510696232,3.297709942,0.599794507,10.94000053,25.71000099,2.620000124,38.93000412
1.13684833,0.375231057,1.410163403,0.614846945,16.87999535,16.22999573,5.509998798,41.48999405
2.205128193,0.176744178,1.471794844,0.643028855,2.339999676,10.75,3.899999619,16.63999748
1.891223788,0.48433736,0.734693885,0.723988414,8.090000153,4.150000095,1.470000029,13.8399992
1.759579182,0.470384359,0.91276598,0.46579802,13.31000137,95.22000122,4.699999809,6.140000343
2.319824696,0.535259068,1.770704985,0.376816899,27.3900032,85.5100174,14.61000252,109.3900223
1.382483363,0.513677835,1.095890403,0.39569667,9.020001411,9.870000839,2.190000296,38.11000443
1.26380372,0.668759823,0.797468364,0.60745728,19.55999947,12.73999786,2.369999886,19.30999947
