,salesprice,calcacres,ENGMeanScaleScore15,median_income,age,totbath,rmtot,rmbed,fixtot,fixhalf,fixaddl,fourthquart,pct_renter_occupied,pct_above_f,pct_below_f,MATHMeanScaleScore15,pct_HSdiploma,log_median_income,sqft,lon,plon,lat,plat,pct_white,pct_black,pct_collegeDegree,median_house_value,HHsize,tract_cover,total_crime_house
745,370000,0.184,486.8447489,26926,22,1,4,3,5,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1232,-84.35321546,0,33.75325646,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
746,243000,0.1102,486.8447489,26926,96,1,6,3,5,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1000,-84.35247643,0,33.75267108,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
747,177375,0.124,486.8447489,26926,80,1,5,2,5,0,2,1,76.73378076,0,1,488.4357798,87.12737127,10.20084764,1200,-84.35064583,0,33.75484186,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.12406577
748,467640,0.222,486.8447489,64444,95,1,7,3,5,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,2600,-84.35133557,0,33.74885682,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
749,180000,0.1435,486.8447489,26926,88,1,5,2,5,0,2,0,76.73378076,0,1,488.4357798,87.12737127,10.20084764,3714,-84.35037776,0,33.75708684,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
750,420000,0.101,486.8447489,64444,11,2.5,7,3,10,1,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,2341,-84.35590143,0,33.74773052,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
751,650000,0.1389,486.8447489,64444,1,2.5,6,3,12,1,4,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,2800,-84.35200868,0,33.75041388,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
752,324500,0.127,486.8447489,64444,1,2.5,6,3,14,1,6,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,2100,-84.35005384,0,33.74821748,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
753,371500,0.2043,486.8447489,64444,96,2,6,4,8,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1548,-84.3552924,0,33.748028,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
754,351750,0.142,486.8447489,64444,11,2.5,7,2,13,1,5,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1882,-84.35516618,0,33.74853277,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
755,480000,0.048,486.8447489,64444,1,2.5,6,3,14,1,6,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,2400,-84.35558196,0,33.74981036,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
756,257700,0.2043,486.8447489,64444,25,1,5,3,5,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1048,-84.35469743,0,33.74814747,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
757,360000,0.1074,486.8447489,64444,15,2,8,3,10,0,4,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,2120,-84.35284031,0,33.75224452,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
758,353000,0.2631,486.8447489,26926,95,1,6,3,5,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1472,-84.35159563,0,33.755967,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.12406577
759,350101,0.1111,486.8447489,64444,96,2,6,2,8,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1356,-84.35366578,0,33.75077128,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
760,303225,0.033,486.8447489,64444,1,2.5,6,3,13,1,5,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1276,-84.35548085,0,33.74981134,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
761,269618,0.0953,486.8447489,26926,86,1,6,3,5,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1350,-84.34976723,0,33.75559304,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
762,495000,0.1731,486.8447489,26926,86,1,6,3,5,0,2,1,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1388,-84.35136454,0,33.75631557,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
763,347500,0.1664,486.8447489,64444,70,2,7,4,8,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1900,-84.35004235,0,33.74965959,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
764,445000,0.109,486.8447489,64444,1,2.5,6,3,14,1,6,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1812,-84.35069563,0,33.7485696,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
765,290000,0.1148,486.8447489,64444,90,2,5,2,8,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1200,-84.35458047,0,33.74723384,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
766,417000,0.124,486.8447489,26926,96,1,6,3,5,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1525,-84.35194527,0,33.75387855,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
767,480000,0.3066,486.8447489,64444,96,3,6,4,14,0,5,1,34.77011494,1,0,488.4357798,85.08287293,11.07355191,2200,-84.35296854,0,33.7494272,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
768,448000,0.1074,486.8447489,64444,16,2,8,3,10,0,4,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,2120,-84.35284031,0,33.75224452,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
769,279900,0.1377,486.8447489,64444,95,2,4,2,8,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1625,-84.35647026,0,33.74889424,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
770,162500,0.2806,486.8447489,64444,75,1,5,2,5,0,2,0,34.77011494,0,1,488.4357798,85.08287293,11.07355191,960,-84.35012726,0,33.75162947,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
771,200000,0.1791,486.8447489,26926,88,1,6,3,5,0,2,0,76.73378076,0,1,488.4357798,87.12737127,10.20084764,2376,-84.35044767,0,33.75725721,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
772,250500,0.1515,486.8447489,64444,95,1,4,2,5,0,2,1,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1058,-84.35598038,0,33.74902649,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
773,370000,0.1102,486.8447489,64444,95,1,7,3,5,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1691,-84.35614931,0,33.74771995,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
774,384500,0.1538,486.8447489,26926,85,1,7,3,5,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,2144,-84.35100988,0,33.75709017,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.12406577
775,189900,0.126,486.8447489,26926,80,1,6,3,5,0,2,0,76.73378076,0,1,488.4357798,87.12737127,10.20084764,1607,-84.35123447,0,33.75436753,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.12406577
776,275000,0.238,486.8447489,26926,90,2,8,4,10,0,4,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1300,-84.3500407,0,33.75391188,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.12406577
777,194000,0.1343,486.8447489,26926,91,1,6,3,5,0,2,0,76.73378076,0,1,488.4357798,87.12737127,10.20084764,1312,-84.35124345,0,33.75518489,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
778,327200,0.1679,486.8447489,64444,61,2,6,3,10,0,4,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1600,-84.35407298,0,33.74910139,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
779,259900,0.2755,486.8447489,26926,95,1,6,2,5,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1140,-84.35278688,0,33.75384599,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.12406577
780,265000,0.202,486.8447489,64444,85,2,7,4,10,0,4,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1800,-84.35132226,0,33.74927358,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
781,445000,0.109,486.8447489,64444,1,2.5,6,3,14,1,6,1,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1812,-84.35069563,0,33.7485696,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
782,305000,0.1756,486.8447489,64444,80,2.5,5,3,10,1,2,1,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1485,-84.35317151,0,33.74762715,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
783,284514,0.0574,486.8447489,26926,96,2,5,3,8,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1251,-84.35627888,0,33.75269434,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
784,290000,0.1111,486.8447489,64444,96,2,5,3,8,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1016,-84.35198458,0,33.75076801,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
785,384000,0.124,486.8447489,64444,51,2,6,3,8,0,2,1,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1700,-84.35522468,0,33.74906475,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
786,270000,0.1033,486.8447489,26926,96,1,5,2,5,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,939,-84.3543738,0,33.75266934,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
787,375000,0.1343,486.8447489,26926,3,3.5,8,4,15,1,4,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,2320,-84.35153959,0,33.75518482,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
788,500000,0.2089,486.8447489,64444,11,2.5,8,3,13,1,5,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,4500,-84.35132991,0,33.74899415,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
789,329000,0.241,486.8447489,26926,91,1,6,3,5,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1520,-84.35052988,0,33.75390811,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
790,165000,0.1721,486.8447489,64444,90,2,6,3,8,0,2,0,34.77011494,0,1,488.4357798,85.08287293,11.07355191,1400,-84.35081611,0,33.75080714,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
791,350000,0.1653,486.8447489,64444,65,1.5,7,3,9,1,4,1,34.77011494,1,0,488.4357798,85.08287293,11.07355191,2593,-84.35515873,0,33.7468258,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
792,275000,0.1412,486.8447489,64444,85,1,6,3,5,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1302,-84.35033327,0,33.7504348,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
793,419000,0.1435,486.8447489,26926,76,1,7,3,5,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,2400,-84.35024907,0,33.75681525,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
794,274800,0.2043,486.8447489,64444,91,1.5,5,2,7,1,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1332,-84.35470173,0,33.74773918,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
795,405000,0.1102,486.8447489,64444,96,2,8,3,8,0,2,1,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1740,-84.35468508,0,33.75118228,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
796,364577,0.1098,486.8447489,64444,85,1,5,2,5,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,972,-84.35544818,0,33.74914535,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
797,420000,0.1148,486.8447489,26926,91,2,7,3,8,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,2692,-84.35540757,0,33.75268012,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
798,275000,0.0964,486.8447489,64444,81,1,5,2,5,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,928,-84.35590036,0,33.74760836,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
799,398000,0.2443,486.8447489,26926,86,2,7,4,8,0,2,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1800,-84.35159678,0,33.75567351,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.131539611
800,325000,0.1505,486.8447489,64444,95,1,6,3,5,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1508,-84.35657931,0,33.74905041,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
801,380000,0.1402,486.8447489,64444,12,2.5,8,4,12,1,4,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,2076,-84.35634106,0,33.74906537,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
802,375000,0.124,486.8447489,26926,8,2.5,7,3,13,1,5,0,76.73378076,1,0,488.4357798,87.12737127,10.20084764,1878,-84.35195052,0,33.75324299,0,55.60882071,40.93959732,41.8699187,218800,2.3299999,13.6392122,0.12406577
803,305000,0.1047,486.8447489,64444,12,2.5,6,3,13,1,5,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1700,-84.35209164,0,33.75224146,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.12406577
804,361500,0.124,486.8447489,64444,86,2,6,3,11,0,5,1,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1292,-84.35199515,0,33.75177463,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
805,325000,0.2043,486.8447489,64444,91,2,6,3,8,0,2,0,34.77011494,1,0,488.4357798,85.08287293,11.07355191,1475,-84.35470325,0,33.74760362,0,62.37113402,33.91752577,62.15469613,229700,2.79,13.6392122,0.131539611
806,307500,0.1557,486.8447489,70000,95,1,5,3,5,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1492,-84.3650611,0,33.75009662,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
807,209500,0.1148,486.8447489,70000,27,1,6,3,5,0,2,0,39.30976431,0,1,488.4357798,94.46169772,11.15625052,960,-84.36030632,0,33.74970346,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
808,365000,0.1148,486.8447489,70000,95,1,5,3,5,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1530,-84.36109621,0,33.75066402,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
809,193000,0.0636,486.8447489,70000,120,1,4,1,5,0,2,0,39.30976431,0,1,488.4357798,94.46169772,11.15625052,632,-84.3672237,0,33.74779483,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
810,479000,0.1248,486.8447489,70000,1,2,5,3,10,0,4,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1439,-84.36299847,0,33.75096239,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
811,420000,0.101,486.8447489,70000,95,2,4,2,8,0,2,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1523,-84.36454863,0,33.74840777,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
812,450000,0.1148,486.8447489,70000,96,2,6,3,11,0,5,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,2636,-84.36162431,0,33.74974743,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
813,205000,0.067,486.8447489,70000,96,1,3,1,5,0,2,0,39.30976431,0,1,488.4357798,94.46169772,11.15625052,950,-84.36412334,0,33.75071774,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
814,385000,0.1035,486.8447489,70000,14,2.5,7,3,11,1,3,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1369,-84.35881657,0,33.75005788,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
815,445000,0.1974,486.8447489,70000,96,2,5,2,10,0,4,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1955,-84.36591475,0,33.75094894,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
816,285000,0.055,486.8447489,70000,75,2,6,2,10,0,4,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1053,-84.35953763,0,33.75113267,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
817,370000,0.1267,486.8447489,70000,13,2.5,6,3,12,1,4,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,2238,-84.35892743,0,33.74977018,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
818,199000,0.0895,486.8447489,70000,95,1,3,1,5,0,2,0,39.30976431,0,1,488.4357798,94.46169772,11.15625052,838,-84.36403836,0,33.75132964,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
819,492000,0.145,486.8447489,70000,95,2,4,2,8,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,2500,-84.35894254,0,33.74934115,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
820,411000,0.1085,486.8447489,70000,95,2,5,3,8,0,2,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1289,-84.36553722,0,33.75007691,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
821,240000,0.0789,486.8447489,70000,95,1,5,2,5,0,2,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,998,-84.36790966,0,33.74852111,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
822,229000,0.04,486.8447489,70000,95,2,6,2,10,0,4,0,39.30976431,0,0,488.4357798,94.46169772,11.15625052,1116,-84.36823966,0,33.74900535,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
823,365000,0.0893,486.8447489,70000,96,2,4,3,8,0,2,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1260,-84.36641789,0,33.74900888,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
824,426000,0.0855,486.8447489,70000,96,2,7,3,11,0,5,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1518,-84.36585983,0,33.74800133,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
825,322000,0.1205,486.8447489,70000,95,1,6,2,5,0,2,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,864,-84.36299176,0,33.7513852,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
826,395000,0.1147,486.8447489,70000,96,2,4,2,8,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1200,-84.36642211,0,33.74954611,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
827,280000,0.1478,486.8447489,70000,10,2.5,8,3,11,1,3,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1702,-84.35871975,0,33.75230126,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
828,220000,0.0656,486.8447489,70000,95,1,3,1,5,0,2,1,39.30976431,0,0,488.4357798,94.46169772,11.15625052,640,-84.3672212,0,33.74767718,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
829,345000,0.0733,486.8447489,70000,14,2.5,6,2,10,1,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1755,-84.36234491,0,33.75104115,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
830,467500,0.076,486.8447489,70000,10,2,6,3,11,0,5,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1653,-84.36660087,0,33.7480732,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
831,260000,0.0757,486.8447489,70000,96,1,3,1,7,0,4,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,962,-84.35934027,0,33.75179107,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
832,449000,0.2633,486.8447489,70000,13,2,8,3,11,0,5,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1628,-84.36245111,0,33.74858027,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
833,455000,0.0574,486.8447489,70000,96,2,4,2,9,0,3,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1490,-84.366341,0,33.74835136,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
834,246000,0.0721,486.8447489,70000,96,1,4,2,5,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,832,-84.36721665,0,33.74744723,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
835,160000,0.0444,486.8447489,70000,96,1,3,1,5,0,2,0,39.30976431,0,1,488.4357798,94.46169772,11.15625052,728,-84.35987274,0,33.74907235,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
836,450000,0.079,486.8447489,70000,1,2,5,2,8,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1457,-84.3642608,0,33.74840591,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
837,412500,0.1148,486.8447489,70000,96,2,5,3,8,0,2,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1530,-84.36109621,0,33.75066402,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
838,350000,0.1745,486.8447489,70000,96,2,6,2,8,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,2060,-84.36249061,0,33.75180268,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
839,420000,0.1148,486.8447489,70000,9,2.5,8,3,12,1,4,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,2600,-84.36488363,0,33.74833816,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
840,191000,0.0476,486.8447489,70000,125,2,4,2,8,0,2,0,39.30976431,0,1,488.4357798,94.46169772,11.15625052,800,-84.36756743,0,33.75018369,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
841,395000,0.0803,486.8447489,70000,96,1,4,2,5,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1674,-84.36585959,0,33.74813079,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
842,437520,0.1,486.8447489,70000,10,2.5,7,4,14,1,6,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,2749,-84.36283377,0,33.75012786,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
843,315000,0.1148,486.8447489,70000,16,2.5,7,3,13,1,5,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1320,-84.36127898,0,33.75001246,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
844,345000,0.0733,486.8447489,70000,14,2.5,6,2,10,1,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1755,-84.36234491,0,33.75104115,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
845,439000,0.1148,486.8447489,70000,15,2,7,3,10,0,4,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,2307,-84.36695094,0,33.7483481,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
846,341000,0.1412,486.8447489,70000,95,2,4,2,8,0,2,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1161,-84.36362839,0,33.75081659,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
847,510000,0.0798,486.8447489,70000,1,2.5,5,3,14,1,6,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1734,-84.36641461,0,33.74859423,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
848,355000,0.1102,486.8447489,70000,9,2.5,8,3,12,1,4,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1462,-84.35810247,0,33.75146401,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
849,319000,0.1291,486.8447489,70000,95,2,6,2,8,0,2,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,864,-84.36249785,0,33.75117538,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
850,290000,0.1148,486.8447489,70000,95,2,6,3,8,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,995,-84.36693844,0,33.74875479,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
851,366000,0.127,486.8447489,70000,96,2,6,3,11,0,5,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1260,-84.36762199,0,33.74730366,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
852,350000,0.1607,486.8447489,70000,95,1,6,2,5,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1372,-84.36494492,0,33.74875091,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
853,356000,0.1152,486.8447489,70000,96,2,4,2,8,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1160,-84.36301908,0,33.74958286,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
854,364000,0.1148,486.8447489,70000,96,1,6,2,5,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,995,-84.36693844,0,33.74875479,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
855,305000,0.0476,486.8447489,70000,96,2,4,2,8,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1008,-84.36717227,0,33.7500373,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.074614065
856,270000,0.1148,486.8447489,70000,95,1,5,2,5,0,2,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1158,-84.35928792,0,33.75060414,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
857,385000,0.1148,486.8447489,70000,5,2,5,3,10,0,4,1,39.30976431,1,0,488.4357798,94.46169772,11.15625052,1801,-84.36354039,0,33.74868846,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
858,565000,0.17,486.8447489,70000,24,3,8,4,15,0,6,0,39.30976431,1,0,488.4357798,94.46169772,11.15625052,2781,-84.36250381,0,33.75070839,0,77.51865672,15.81156716,70.85921325,220000,1.79,7.042628894,0.068610635
